proj_id,proj_lgl_name
P175249,"Cameroon First Fiscal, Inclusive and Sustainable Growth DPF"
P175251,Accelerating Reforms for an Inclusive and Resilient Recovery DPF
P175252,Additional Financing for Rwanda COVID-19 Emergency Response Project
P175256,Niger Building Institutions and Human Capital DPO
P175261,Punjab: Building Fiscal and Institutional Resilience
P175263,Liberia: Rural Economic Transformation Project
P175266,Mozambique Northern Urban Development Project
P175268,Guyana COVID-19 Emergency Response Project
P175269,Rural Livelihoods Productivity and Resilience Project
P175273,Access to Finance for Recovery and Resilience Project
P175293,Senegal: DPF2 - Equitable and Resilient Recovery in Senegal
P175295,Sustainable Energy and Broadband Access in Rural Mozambique Project
P175298,Investing in Inclusive Human Capital Development in Northern Mozambique Project
P175306,Additional Financing for Nepal: Power Sector Reform and Sustainable Hydropower Development (PSRSHD)  Project
P175308,"Romania Safer, Inclusive and Sustainable Schools"
P175317,Eswatini Economic Recovery Development Policy Loan II
P175320,Asuncion Riverfront Urban Resilience Project
P175322,Maputo Metropolitan Area Urban Mobility Project
P175325,Casamance Economic Development Project
P175327,Cash for Jobs Project
P175342,SL First Inclusive and Sustainable Growth DPO
P175355,Sustainable Groundwater Management in SADC Member States Project Phase 2
P175356,Tajikistan Strengthening Water and Irrigation Management Project
P175360,Philippines Second Financial Sector Reform Development Policy Financing
P175363,Adaptive Safety Nets and Economic Inclusion Project
P175382,Burkina Faso Emergency Local Development and Resilience Project
P175385,Second Additional Financing to the OECS Regional Health Project
P175404,AF St Maarten Debris Management Proj
P175414,Finance for Jobs II Second Additional Financing - COVID-19 Response
P175417,Additional Financing for COVID-19 Response under the Innovative Private Sector Development Project
P175441,AF Benin COVID-19 Preparedness and Response Project
P175450,WB COVID-19 MPA Vaccination AF
P175455,Georgia Human Capital Program
P175456,Additional Financing to Rural Electrification Project
P175464,Expanding Opportunities for Learning Additional Financing (GPE)
P175483,Djibouti Skills Development for Employment Project
P175490,The Bahamas COVID-19 Response and Recovery DPF
P175492,Barbados COVID-19 Response and Recovery DPF
P175493,The Philippines Multisectoral Nutrition Project
P175525,West Africa Coastal Areas Resilience Investment Project 2
P175542,Additional Financing for COVID-19 Emergency Income Support Project
P175543,Fiji Recovery and Resilience Second Development Policy Operation
P175570,Liberia Second Inclusive Growth Development Policy Operation
P175587,Second Regional Economic Development Project
P175588,Ghana Productive Safety Net Project 2
P175592,Congo Digital Acceleration Project
P175594,Cï¿½te d'Ivoire Productive Social Safety Nets System Strengthening Program
P175614,Climate Resilient Agriculture and Productivity Enhancement Project (PROPAD) ? Additional Financing
P175616,Second Central America and Caribbean Catastrophe Risk Insurance Project
P175629,"Georgia Resilient Agriculture, Irrigation, and Land Project"
P175632,Additional Financing to Romania Health Sector Reform Project
P175640,"Moldova Emergency Response, Resilience, and Competitiveness DPO"
P175655,Improving public financial management for the green transition
P175659,Southeast Asia Regional Program on Combating Marine Plastics (SEA-MaP)
P175660,Greater Kampala Metropolitan Area Urban Development Program
P175662,"Jordan Inclusive, Transparent and Climate Responsive Investments Program For Results"
P175669,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project
P175672,Innovation for Resilient Food Systems (Alianzas Rurales - PAR III) Project
P175676,PHSPP: Transforming India?s Public Health Systems for Pandemic Preparedness Program
P175717,Additional Financing for Food Security and Agriculture Productivity Project
P175718,Additional Financing to the Social Protection Integration Project
P175720,Grenada Resilience Improvement Project
P175721,Innovations Towards Learning in Lagging Iraqi Governorates
P175723,Mato Grosso Sustainable Development of Family Farming
P175727,KP- Spending Effectively  for Enhanced Development
P175728,Gujarat Resilient Cities Partnership: Ahmedabad City Resilience Project
P175730,Mongolia COVID-19 Emergency Response and Health System Preparedness Project Additional Financing
P175731,SADC Regional Statistics Project
P175740,AF to The Gambia COVID-19 Preparedness and Response Project
P175742,Indonesia Human Capital Development Policy Loan
P175747,Resilient and Sustainable Water in Agriculture
P175751,Additional Financing for the Southern Africa Trade and Transport Facilitation (Phase 2) Project
P175758,Bhutan - COVID-19 Crisis Response DPC
P175759,Indonesia Emergency Response to COVID-19 Additional Financing
P175768,Benin Vocational Education and Entrepreneurship for Jobs Project
P175771,Lao PDR COVID-19 Response Project - Additional Financing
P175778,Additional Financing for the Social Safety Net System Project II
P175783,Lesotho Competitiveness and Financial Inclusion Project
P175785,Additional Financing for Tunisia COVID-19 Response Project
P175791,Integrated Urban Services Emergency Project II
P175801,Competitiveness and Recovery - Development Policy Loan
P175803,CHAD Improving Learning Outcomes Project
P175805,Republic of Congo COVID-19 Emergency Response Project - Additional Financing
P175807,COVID-19 Emergency Response Project Additional Financing on Vaccines
P175811,Odisha State Capability and Resilient Growth Program
P175816,Moldova Emergency COVID-19 Response Project - Additional Financing
P175820,"Resilience, Entrepreneurship and Livelihood Improvement Project"
P175828,Cabo Verde Human Capital Project
P175830,Stormwater Management and Climate Change Adaptation Project 2
P175834,Stabilization and Recovery in Eastern DRC
P175837,Additional Financing for and Restructuring of the COVID-19 Emergency Response and Pandemic Preparedness Project
P175840,Support to COVID-19 Vaccine Purchase and Health System Strengthening
P175841,Local Roads Connectivity Project - Additional Financing
P175846,Local Governance and Resilient Communities Project
P175847,Dominica Second COVID-19 Response and Recovery DPC
P175848,Additional Financing: Nepal COVID-19 Emergency Response and Health Systems Preparedness Project
P175853,Additional Financing for Ethiopia COVID-19 Emergency Response Project
P175857,Niger Integrated Urban Development and Multi-sectoral Resilience Project
P175874,Electricity Reform for Sustainable Growth Development Policy Loan
P175875,Additional Financing Eswatini COVID-19 Emergency Response Project
P175878,Nicaragua-Hurricanes Eta and Iota Emergency Response Project
P175884,COVID-19 Strategic Preparedness and Response Project
P175894,Seismic Resilience and Energy Efficiency in Public Buildings Project
P175895,Ukraine Emergency COVID-19 Response and Vaccination Project
P175912,Additional Financing for the Sustainable Agricultural Intensification and Food Security Project
P175915,Senegal: Natural Resources Management Project
P175921,Additional Financing for the Social Safety Net Project
P175927,Ukraine Access to Long Term Finance COVID-19 Additional Financing
P175930,Panama Pandemic Response and Growth Recovery Development Policy Loan 2
P175934,Botswana Programmatic Economic Resilience and Green Recovery DPF
P175946,Additional Financing for COVID-19 Response to the Social Inclusion Project
P175952,Strengthening Resilience of the Agriculture Sector Project
P175953,Philippines COVID-19 Emergency Response Project Additional Financing
P175955,Second Additional Financing for Girls? Education and Women?s Empowerment and Livelihood Project - COVID 19 Scale-up of Social Cash
P175977,Honduras Tropical Cyclones Eta and Iota Emergency Recovery Project
P175979,Second Crisis Response and Recovery in Guatemala Development Policy Loan
P175982,"Forest Investment Project, phase 2"
P175987,Digital Gabon Project
P175992,Additional Financing for the Senegal COVID-19 Response Project
P176006,Program for improving learning outcomes and socioemotional education (PROMISE)
P176012,Additional Financing for Afghanistan COVID-19 Emergency Response and Health Systems Preparedness Project
P176013,Building Beirut Businesses Back & Better (B5) Fund
P176015,Additional Financing to the Honduras COVID-19 Emergency Response Project
P176017,Second Rural Enterprise Development Project
P176025,Water Security and Resilience Program
P176032,Himachal Pradesh Power Sector Development Program
P176033,AF El Salvador COVID-19 Emergency Response Project
P176034,Matanza-Riachuelo Basin Sustainable Development Project Second Additional Financing
P176040,Air Quality Improvement Project
P176041,ADDITIONAL FINANCING FOR THE PROJECT TO STRENGTHEN PUBLIC FINANCIAL MANAGEMENT
P176054,Kyrgyz Republic Emergency COVID-19 Project -  Additional Financing
P176060,Clean Energy for Buildings in Uzbekistan
P176069,Catalyzing Long Term Finance through Capital Markets
P176088,Southeast Asia Regional Economic Corridor and Connectivity Project
P176094,Community Access and Urban Services Enhancement Project Additional Financing
P176105,Strengthening Pedagogy and Governance in Uruguayan Public Schools Project
P176107,Additional Financing - Karnataka Urban Water Supply Modernization Project
P176108,Kiribati Digital Government Project
P176114,Improving Power System Resilience for European Power Grid Integration Project
P176125,Second AF to The Gambia COVID-19 Vaccine Preparedness and Response Project
P176126,Ghana Digital Acceleration Project
P176129,Yemen Food Security Response and Resilience Project
P176137,2021 Afghanistan Incentive Program Development Policy Grant
P176141,Zimbabwe COVID-19 Emergency Response Project
P176148,Cabo Verde: Second Resilient and Equitable Recovery DPF with a Cat DDO
P176152,"STP COVID-19  Emergency Response Project, Second Additional Financing"
P176154,Additional Financing - Sudan Family Support Project
P176157,Northern Crisis Recovery Project
P176163,Clean and Resilient Environment for Blue Sea Project
P176164,Inclusive Connectivity and Development Project
P176181,Eastern Africa Regional Digital Integration Project
P176183,SUPPORT TF FOR PAMSIMAS III (THIRD WATER SUPPLY AND SANITATION FOR LOW INCOME COMMUNITIES/ COMMUNITYBASED WATER SUPPLY PROJECT
P176199,Additional Financing for the Emergency Social Protection and Jobs COVID-19 Response Project
P176208,Tonga Climate Resilient Transport Project II
P176212,Additional Financing to Cambodia COVID-19 Emergency Response Project
P176214,Zambia Emergency Health Service Delivery Project
P176215,Additional Financing DRC COVID-19 Strategic Preparedness and  Response Project
P176216,Additional Financing for the Tajikistan Emergency COVID-19 Project
P176232,Uruguay Agro-Ecological and Climate Resilient Systems Project
P176255,ADDITIONAL FINANCING -  TRADE LOGISTICS PROJECT
P176257,Cï¿½te d?Ivoire COVID-19 Strategic Preparedness and Response Project Additional Financing on Vaccines
P176263,Uganda Skills Development in Refugee and Host Communities
P176272,Samoa Aviation and Roads Investment Project
